Unnamed: 0,protocol,IP,hash ID,Time,F_Pck,B_Pck,F_P_L1,F_P_L2,F_P_L3,F_P_L4,B_P_L1,B_P_L2,B_P_L3,B_P_L4,F_Hash_IPT,B_Hash_IPT,F_P_L_A,B_P_L_A,F_IA_T_M,F_IA_T_S,A_M,Detection_Time,I_M,F_TCP_S_C,B_TCP_S_C,Label_T,Label_AB,Label_Multi_A,Prelabel_T,Prelabel_AB
3074,6,172.16.0.5,2407502454,52.283094,100,0,0,1,79,20,0,0,0,0,16,16,673,0,218271.707,0,147097668.6,0,0,0,0,0,0,0,0,0
3075,6,10.1.1.2,2550164764,52.29265,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0,129593.351,0,0.18,65439458.65,0,0,0,1,2,0,1
3076,6,43.201.228.122,3024518450,52.294261,0,100,0,0,0,0,0,0,2,98,3,1,0,1667,0,796.318,0,0,1328130.564,0,0,0,0,0,0,0
3077,6,173.197.150.232,2681370984,52.359518,94,6,0,0,0,94,6,0,0,0,1,1,1711,64,765.124,48.838,1309631.954,0,3125.613,0,0,0,0,0,0,0
3078,6,150.5.142.50,2592101055,52.365076,88,12,19,1,0,68,12,0,0,0,1,14,1259,64,37648.192,5133.844,47423031.08,0,328566.035,0,0,0,0,0,0,0
3079,6,172.16.0.5,2407502454,52.377621,100,0,0,0,91,9,0,0,0,0,16,16,552,0,270822.076,0,149580448.8,0,0,0,0,0,0,0,0,0
3080,6,163.226.35.82,2507454335,52.378754,8,92,0,8,0,0,0,0,2,90,1,1,64,1392,945.717,10875.744,60525.877,0,15146600.7,0,0,0,0,0,0,0
3081,6,150.5.240.98,2375168699,52.379038,83,17,0,0,2,81,17,0,0,0,6,16,1765,64,186444.71,38187.471,329077159.5,0,2443998.127,0,0,0,0,0,0,0
3082,6,153.51.119.37,1017119810,52.446078,27,73,27,0,0,0,0,0,0,73,10,1,64,1587,5889.696,15923.994,376940.569,0,25282939.66,0,0,0,0,0,0,0
3083,6,180.0.161.174,2679321279,52.457823,0,100,0,0,0,0,42,13,11,34,3,2,0,623,-1,-1,0,0,0,0,0,0,0,0,0,0
3084,6,10.1.1.2,2550164764,52.464614,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0,148868.428,0,0.18,75744256.31,0,0,0,1,2,0,1
3085,6,172.16.0.5,2407502454,52.471125,100,0,0,0,79,21,0,0,0,0,16,16,701,0,273784.521,0,192043414.5,0,0,0,0,0,0,0,0,0
3086,6,150.5.240.98,2375168699,52.483626,84,16,0,1,0,83,16,0,0,0,6,15,1652,64,205606.699,39163.181,339779756.8,0,2506443.573,0,0,0,0,0,0,0
3087,6,131.172.61.223,4268176197,52.507292,100,0,83,1,11,5,0,0,0,0,7,2,182,0,-1,-1,0,0,0,0,0,0,0,0,0,0
3088,6,203.82.141.124,3489922677,52.560806,81,19,0,0,0,81,19,0,0,0,1,6,1491,64,29254.584,6862.186,43640615.67,0,439179.925,0,0,0,0,0,0,0
3089,6,118.253.143.237,4223207384,52.572978,31,69,31,0,0,0,0,0,0,69,1,1,64,1637,1607.182,3577.276,102859.635,0,5856363.071,0,0,0,0,0,0,0
3090,6,150.5.240.98,2375168699,52.59133,85,15,0,0,2,83,15,0,0,0,6,14,1657,64,202035.35,35653.297,334817735.5,0,2281811.01,0,0,0,0,0,0,0
3091,6,172.16.0.5,756589082,52.599346,71,29,71,0,0,0,29,0,0,0,16,16,64,64,24983.817,10204.658,1598964.295,0,653098.092,71,0,0,0,0,0,0
3092,6,172.16.0.5,2407502454,52.601893,100,0,0,0,82,18,0,0,0,0,16,16,664,0,195766.814,0,130051810.2,0,0,0,0,0,0,0,0,0
3093,6,115.91.7.232,536866018,52.604815,18,82,18,0,0,0,0,6,2,74,2,1,64,1573,2874.992,13097.186,183999.494,0,20607943.31,0,0,0,0,0,0,0
3094,6,153.41.51.184,4185206337,52.632415,36,64,36,0,0,0,0,0,1,63,1,1,64,1546,676.623,1202.885,43303.873,0,1859660.772,0,0,0,0,0,0,0
3095,6,113.215.104.75,704815916,52.634881,15,85,15,0,0,0,0,0,0,85,2,2,64,1585,1384.124,7843.372,88583.964,0,12437188.57,0,0,0,0,0,0,0
3096,6,131.172.180.19,4086395489,52.645542,100,0,37,1,41,21,0,0,0,0,6,2,538,0,-1,-1,0,0,0,0,0,0,0,0,0,0
3097,6,10.1.1.2,2550164764,52.660029,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,131003.236,0,0.18,66822130.67,0,0,0,1,2,0,1
3098,6,10.1.1.5,2060384384,52.665433,29,71,29,0,0,0,71,0,0,0,16,16,64,64,10580.729,25904.542,677166.63,0,1657890.715,0,71,1,0,0,1,0
3099,6,150.5.77.194,3694373328,52.671714,35,65,0,17,11,7,0,15,13,37,1,1,521,796,-1,-1,0,0,0,0,0,0,0,0,0,0
3100,6,124.147.28.51,1800382151,52.671714,65,35,0,15,13,37,0,17,11,7,1,1,796,521,-1,-1,0,0,0,0,0,0,0,0,0,0
3101,6,203.82.129.117,400217705,52.677506,68,32,0,0,0,68,32,0,0,0,1,1,1513,64,1289.935,607.028,1952203.195,0,38849.815,0,0,0,0,0,0,0
3102,6,3.0.227.28,331600237,52.68386,0,100,0,0,0,0,0,100,0,0,16,5,0,64,0,10300.621,0,0,659239.771,0,0,0,0,0,0,0
3103,6,150.5.240.98,2375168699,52.686907,85,15,0,2,1,82,15,0,0,0,6,16,1615,64,227669.833,40177.029,367871594.9,0,2571329.88,0,0,0,0,0,0,0
3104,6,172.16.0.5,2407502454,52.687533,100,0,0,0,88,12,0,0,0,0,16,16,615,0,298925.065,0,183850872.2,0,0,0,0,0,0,0,0,0
3105,6,17.4.154.108,1155728956,52.698689,0,100,0,0,0,0,99,0,1,0,1,5,0,67,0,5725.479,0,0,388416.467,0,0,0,0,0,0,0
3106,6,10.1.1.8,3884774358,52.729672,0,100,0,0,0,0,0,0,95,5,16,16,0,619,0,23130.604,0,0.16,14329871.63,0,0,0,1,8,0,1
3107,6,10.1.1.6,2126477730,52.737288,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0,31502.534,0,0.13,13165539.06,0,0,0,1,6,0,1
3108,6,172.16.0.5,2407502454,52.766733,100,0,0,0,90,10,0,0,0,0,16,16,575,0,323233.176,0,185975440.4,0,0,0,0,0,0,0,0,0
3109,6,10.1.1.2,2550164764,52.791277,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0,195050.595,0,0.18,98867245.74,0,0,0,1,2,0,1
3110,6,150.5.49.10,427065850,52.808,100,0,98,0,2,0,0,0,0,0,11,3,72,0,7446.475,0,543294.837,0,0,0,0,0,0,0,0,0
3111,6,150.5.240.98,2375168699,52.811428,91,9,1,0,1,89,9,0,0,0,6,13,1654,64,187084.884,18502.901,309598756.1,0,1184185.638,0,0,0,0,0,0,0
3112,6,203.82.138.69,153867645,52.815232,98,2,2,0,0,96,2,0,0,0,4,3,1502,64,3638.1,74.247,5466950.817,0,4751.804,0,0,0,0,0,0,0
3113,6,150.5.142.50,2592101055,52.819869,79,21,16,0,0,63,21,0,0,0,1,12,1258,64,44468.585,11820.763,55947108.51,0,756528.834,0,0,0,0,0,0,0
3114,6,172.16.0.5,2407502454,52.870143,100,0,0,1,84,15,0,0,0,0,16,16,624,0,247558.25,0,154476347.9,0,0,0,0,0,0,0,0,0
3115,6,150.5.240.98,2375168699,52.90828,87,13,0,0,1,86,13,0,0,0,6,14,1621,64,229958.961,34361.684,372840128.1,0,2199147.761,0,0,0,0,0,0,0
3116,6,118.48.248.80,3377912949,52.915045,23,77,23,0,0,0,0,0,0,77,1,1,64,1295,1474.951,4937.881,94396.887,0,6398467.253,0,0,0,0,0,0,0
3117,6,10.1.1.1,595229600,52.92839,0,100,0,0,0,0,0,3,6,91,16,16,0,1406,0,19586.781,0,0.11,27553115.9,0,0,0,1,1,0,1
3118,6,10.1.1.2,2550164764,52.941671,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,170219.329,0,0.18,86825475.24,0,0,0,1,2,0,1
3119,6,172.16.0.5,2407502454,52.949766,100,0,0,0,88,12,0,0,0,0,16,16,592,0,321515.205,0,190542771.1,0,0,0,0,0,0,0,0,0
3120,6,45.55.153.174,197060611,52.968126,53,47,53,0,0,0,0,0,1,46,3,1,64,1525,2373.598,2104.889,151910.282,0,3210179.552,0,0,0,0,0,0,0
3121,6,163.226.67.212,3518589413,52.968126,47,53,0,0,1,46,53,0,0,0,1,3,1525,64,2104.889,2373.598,3210179.552,0,151910.282,0,0,0,0,0,0,0
3122,6,150.5.240.98,2375168699,53.004782,84,16,0,0,4,80,16,0,0,0,6,14,1683,64,222835.159,42444.792,375211962.7,0,2716466.698,0,0,0,0,0,0,0
3123,6,220.132.79.91,1124590812,53.009135,0,100,0,0,0,0,0,0,0,100,1,1,0,1408,0,6450.98,0,0,9082980.446,0,0,0,0,0,0,0
3124,6,172.16.0.5,2407502454,53.041044,100,0,0,0,83,17,0,0,0,0,16,16,662,0,280461.652,0,185777798,0,0,0,0,0,0,0,0,0
3125,6,2001:20E:FD1D:E822:9F03:8BE3:8FE3:1C1E,37261978,53.074182,100,0,0,0,2,98,0,0,0,0,2,5,1772,0,18630.729,0,33016632.72,0,0,0,0,0,0,0,0,0
3126,6,125.238.131.190,1308919830,53.075622,21,79,21,0,0,0,0,2,3,74,1,1,64,1600,4554.06,17131.941,291459.864,0,27424985.26,0,0,0,0,0,0,0
3127,6,153.51.119.37,1017119810,53.076007,29,71,29,0,0,0,0,0,0,71,9,1,64,1590,11785.454,28854.042,754269.053,0,45906375.14,0,0,0,0,0,0,0
3128,6,10.1.1.7,1673646831,53.081323,0,100,0,0,0,0,0,0,100,0,16,15,0,259,0,17638.762,0,0.12,4571967.121,0,0,0,1,7,0,1
3129,6,115.71.241.80,2884401171,53.087702,0,100,0,0,0,0,2,0,0,98,1,1,0,1584,0,5158.082,0,0,8170402.184,0,0,0,0,0,0,0
3130,6,150.5.240.98,2375168699,53.098324,91,9,0,1,2,88,9,0,0,0,6,13,1678,64,249042.947,24630.621,417910485.4,0,1576359.752,0,0,0,0,0,0,0
3131,6,10.1.1.2,2550164764,53.130028,0,100,0,0,0,0,0,0,100,0,16,16,0,507,0,135912.214,0,0.18,68978166.61,0,0,0,1,2,0,1
3132,6,114.188.89.94,3123670208,53.142496,0,100,0,0,0,0,0,0,0,100,2,1,0,1753,0,18313.511,0,0,32114572.29,0,0,0,0,0,0,0
3133,6,172.16.0.5,2407502454,53.144115,100,0,0,1,81,18,0,0,0,0,16,16,645,0,248372.543,0,160230094.9,0,0,0,0,0,0,0,0,0
3134,6,172.16.0.5,756589082,53.146508,71,29,71,0,0,0,29,0,0,0,16,16,64,64,33218.678,13568.192,2125995.374,0,868364.308,71,0,0,0,0,0,0
3135,6,203.82.141.124,3489922677,53.170505,78,22,0,0,0,78,22,0,0,0,1,6,1485,64,32750.586,9237.345,48665691.55,0,591190.069,0,0,0,0,0,0,0
3136,6,23.252.95.221,2536919426,53.194031,0,100,0,0,0,0,100,0,0,0,2,11,0,64,-1,-1,0,0,0,0,1,0,0,0,0,0
3137,6,54.177.150.41,1260224263,53.195805,0,100,0,0,0,0,0,0,49,51,1,2,0,896,-1,-1,0,0,0,0,0,0,0,0,0,0
3138,6,131.172.112.235,3883364168,53.198151,100,0,0,0,1,99,0,0,0,0,1,4,1629,0,24527.063,0,39965376.95,0,0,0,0,0,0,0,0,0
3139,6,203.84.173.80,3285982007,53.198151,0,100,0,0,0,0,0,0,1,99,4,1,0,1629,0,24527.063,0,0,39965376.95,0,0,0,0,0,0,0
3140,6,150.5.240.98,2375168699,53.206104,82,18,0,1,1,80,18,0,0,0,6,15,1670,64,194767.155,42753.766,325308652.8,0,2736241.005,0,0,0,0,0,0,0
3141,6,10.1.1.5,2060384384,53.221227,30,70,30,0,0,0,70,0,0,0,16,16,64,64,13818.069,32242.162,884356.433,0,2063498.344,0,70,1,0,0,1,0
3142,6,150.5.142.50,2592101055,53.229036,81,19,14,1,0,66,19,0,0,0,1,12,1298,64,50678.567,11887.565,65789539.78,0,760804.173,0,0,0,0,0,0,0
3143,6,122.122.234.73,1837009339,53.244949,58,42,58,0,0,0,0,0,1,41,1,1,64,1504,1837.581,1330.662,117605.198,0,2001316.038,0,0,0,0,0,0,0
3144,6,172.16.0.5,2407502454,53.253793,100,0,0,1,73,26,0,0,0,0,16,16,750,0,233410.465,0,175076521.7,0,0,0,0,0,0,0,0,0
3145,6,124.13.166.178,1841027063,53.255839,0,100,0,0,0,0,0,0,4,96,1,1,0,1712,0,751.917,0,0,1287281.6,0,0,0,0,0,0,0
3146,6,165.229.85.143,2366663757,53.298434,0,100,0,0,0,0,0,0,7,93,1,1,0,1772,0,9271.062,0,0,16429806.11,0,0,0,0,0,0,0
3147,6,10.1.1.2,2550164764,53.302456,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0,148467.653,0,0.18,75445322.74,0,0,0,1,2,0,1
3148,6,150.5.240.98,2375168699,53.305968,85,15,0,0,3,82,15,0,0,0,6,15,1618,64,217896.326,38452.293,352735699.2,0,2460946.739,0,0,0,0,0,0,0
3149,6,131.172.64.121,2002609842,53.310326,100,0,0,1,87,12,0,0,0,0,3,2,663,0,1011.068,0,671025.714,0,0,0,0,0,0,0,0,0
3150,6,172.16.0.5,2407502454,53.341261,100,0,0,0,85,15,0,0,0,0,16,16,645,0,292678.77,0,188812928.3,0,0,0,0,0,0,0,0,0
3151,6,115.91.165.28,2923792796,53.400715,20,80,20,0,0,0,0,0,1,79,2,1,64,1654,2654.342,10617.368,169877.883,0,17565373.06,0,0,0,0,0,0,0
3152,6,240F:7EC4:C541:4061:628:E345:9087:4A0F,272952541,53.40985,0,100,0,0,0,0,0,0,2,98,1,1,0,1804,0,2644.752,0,0,4771555.493,0,0,0,0,0,0,0
3153,6,150.5.240.98,2375168699,53.411221,80,20,0,0,4,76,20,0,0,0,6,12,1709,64,194578.812,48644.703,332651936.4,0,3113260.986,0,0,0,0,0,0,0
3154,6,10.1.1.3,159023198,53.426239,0,100,0,0,0,0,0,0,0,100,16,16,0,1493,0,14988.343,0,0.14,22388987.52,0,0,0,1,3,0,1
3155,6,172.16.0.5,2407502454,53.452967,100,0,0,0,83,17,0,0,0,0,16,16,650,0,229172.97,0,149164102.6,0,0,0,0,0,0,0,0,0
3156,6,5.26.29.11,4238445642,53.482023,0,100,0,0,0,0,0,0,1,99,1,1,0,1699,0,1679.744,0,0,2855296.552,0,0,0,0,0,0,0
3157,6,150.5.242.227,730903192,53.489263,99,1,23,8,9,59,0,1,0,0,1,10,1007,128,971.114,9.809,978098.393,0,1255.582,0,0,0,0,0,0,0
3158,6,110.122.90.187,4106639378,53.493437,0,100,0,0,0,0,0,0,0,100,1,1,0,1792,0,13664.586,0,0,24486937.49,0,0,0,0,0,0,0
3159,6,10.1.1.2,2550164764,53.518787,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0,118337.175,0,0.18,59907011.45,0,0,0,1,2,0,1
3160,6,10.1.1.6,2126477730,53.524597,0,100,0,0,0,0,0,0,100,0,16,16,0,416,0,32515.826,0,0.13,13526583.5,0,0,0,1,6,0,1
3161,6,150.5.240.98,2375168699,53.527117,89,11,0,0,0,89,11,0,0,0,6,15,1735,64,196590.069,24297.649,341262688.9,0,1555049.535,0,0,0,0,0,0,0
3162,6,172.16.0.5,2407502454,53.566285,100,0,0,1,83,16,0,0,0,0,16,16,643,0,225912.509,0,145451509.9,0,0,0,0,0,0,0,0,0
3163,6,47.247.202.16,1998155989,53.596378,0,100,0,0,0,0,0,0,3,97,4,1,0,1765,0,7618.299,0,0,13452087.92,0,0,0,0,0,0,0
3164,6,163.226.110.235,3634319652,53.5973,99,1,0,0,99,0,0,0,1,0,1,2,232,192,1236.532,12.49,287774.726,0,2398.123,0,0,0,0,0,0,0
3165,6,180.46.57.177,2359629319,53.603296,0,100,0,0,0,0,0,0,0,100,1,1,0,1562,0,11247.882,0,0,17579089.81,0,0,0,0,0,0,0
3166,6,150.5.142.50,2592101055,53.606627,85,15,13,1,0,71,14,0,1,0,1,14,1323,98,57628.508,10169.737,76281161.45,0,997990.167,0,0,0,0,0,0,0
3167,6,121.52.33.213,2671793171,53.620794,33,67,33,0,0,0,0,0,0,67,1,1,64,1514,593.631,1205.252,37992.415,0,1824787.225,0,0,0,0,0,0,0
3168,6,150.5.240.98,2375168699,53.621552,84,16,0,0,5,79,16,0,0,0,6,16,1606,64,227712.239,43373.76,365727543.5,0,2775920.633,0,0,0,0,0,0,0
3169,6,153.51.119.37,1017119810,53.631938,24,76,24,0,0,0,0,0,0,76,9,1,64,1564,11051.734,34997.158,707310.987,0,54757658.87,0,0,0,0,0,0,0
3170,6,172.16.0.5,2407502454,53.680426,100,0,0,1,82,17,0,0,0,0,16,16,656,0,224284.024,0,147130320,0,0,0,0,0,0,0,0,0
3171,6,114.173.206.56,2063502630,53.702372,0,100,0,0,0,0,98,2,0,0,8,1,0,64,0,9008.755,0,0,576560.334,0,0,0,0,0,0,0
3172,6,183.51.181.112,1347088393,53.714323,100,0,100,0,0,0,0,0,0,0,1,1,64,0,-1,-1,0,0,0,0,0,0,0,0,0,0
3173,6,150.5.240.98,2375168699,53.740636,88,12,0,0,2,86,12,0,0,0,6,15,1773,64,189177.197,25796.891,335565951.8,0,1651000.993,0,0,0,0,0,0,0
3174,6,203.82.138.73,4209045831,53.765001,26,74,15,7,1,3,9,4,9,52,4,2,258,1175,-1,-1,0,0,0,0,0,0,0,0,0,0
3175,6,10.1.1.2,2550164764,53.779085,0,100,0,0,0,0,0,3,97,0,16,16,0,496,0,98348.9,0,0.18,48843997.94,0,0,0,1,2,0,1
3176,6,172.16.0.5,2407502454,53.806937,100,0,0,1,79,20,0,0,0,0,16,16,670,0,202354.172,0,135722990.1,0,0,0,0,0,0,0,0,0
3177,6,10.1.1.8,3884774358,53.816933,0,100,0,0,0,0,0,0,93,7,16,16,0,603,0,23545.405,0,0.16,14210123,0,0,0,1,8,0,1
3178,6,18.167.33.11,2801761893,53.826683,0,100,0,0,0,0,36,1,42,21,1,4,0,546,-1,-1,0,0,0,0,0,0,0,0,0,0
3179,6,172.16.0.5,756589082,53.84053,66,34,66,0,0,0,34,0,0,0,16,16,64,64,24345.052,12541.39,1558083.307,0,802648.977,66,0,0,0,0,0,0
3180,6,115.91.7.232,536866018,53.868194,13,87,13,0,0,0,0,3,1,83,2,1,64,1682,2634.205,17628.913,168589.144,0,29658720.88,0,0,0,0,0,0,0
3181,6,150.5.240.98,2375168699,53.877958,80,20,0,0,2,78,20,0,0,0,6,14,1636,64,149138.577,37284.644,243990711.2,0,2386217.224,0,0,0,0,0,0,0
3182,6,10.1.1.5,2060384384,53.889526,31,69,31,0,0,0,69,0,0,0,16,16,64,64,11874.921,26431.275,759994.927,0,1691601.611,0,69,1,0,0,1,0
3183,6,163.226.135.5,3106771233,53.903319,59,41,0,14,34,11,0,10,21,10,3,3,568,536,-1,-1,0,0,0,0,0,0,0,0,0,0
3184,6,172.16.0.5,2407502454,53.904652,100,0,0,1,79,20,0,0,0,0,16,16,677,0,261986.015,0,177563641.7,0,0,0,0,0,0,0,0,0
3185,6,10.1.1.2,2550164764,53.931269,0,100,0,0,0,0,0,1,99,0,16,16,0,500,0,168217.41,0,0.18,84189449.59,0,0,0,1,2,0,1
3186,6,131.172.112.235,3883364168,53.934705,100,0,0,0,0,100,0,0,0,0,1,4,1683,0,34756.451,0,58502058.8,0,0,0,0,0,0,0,0,0
3187,6,203.84.173.80,3285982007,53.934705,0,100,0,0,0,0,0,0,0,100,4,1,0,1683,0,34756.451,0,0,58502058.8,0,0,0,0,0,0,0
3188,6,150.5.142.50,2592101055,53.998949,69,31,13,0,0,56,30,1,0,0,1,12,1329,64,45024.233,20228.279,59844383.45,0,1294609.83,0,0,0,0,0,0,0
3189,6,223.235.10.228,2541668054,53.998949,0,100,0,0,0,0,0,0,0,100,11,1,0,1608,0,10529.199,0,0,16941060.21,0,0,0,0,0,0,0
3190,6,172.16.0.5,2407502454,54.022209,100,0,0,0,87,13,0,0,0,0,15,16,617,0,217767.052,0,134492931.1,0,0,0,0,0,0,0,0,0
3191,6,133.55.236.238,634785314,54.027171,100,0,0,0,0,100,0,0,0,0,4,1,1606,0,12835.747,0,20619344.2,0,0,0,0,0,0,0,0,0
3192,6,153.175.77.252,1995299814,54.027171,0,100,0,0,0,0,0,0,0,100,1,4,0,1606,0,12835.747,0,0,20619344.2,0,0,0,0,0,0,0
3193,6,150.5.240.98,2375168699,54.046246,81,19,0,0,1,80,19,0,0,0,6,15,1764,64,123217.347,28902.835,217397994.1,0,1849781.41,0,0,0,0,0,0,0
3194,6,172.234.187.124,1090731243,54.053482,92,8,0,0,2,90,0,8,0,0,1,1,1396,64,12574.037,1093.394,17555542.04,0,69977.248,0,0,0,0,0,0,0
3195,6,10.1.1.2,2550164764,54.097977,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0,153561.924,0,0.18,78623704.83,0,0,0,1,2,0,1
3196,6,172.16.0.5,2407502454,54.111301,100,0,0,0,93,7,0,0,0,0,16,16,565,0,287343.368,0,162567383.9,0,0,0,0,0,0,0,0,0
3197,6,218.229.195.94,709447764,54.174694,36,64,36,0,0,0,0,0,7,57,1,1,64,1585,1961.756,3487.567,125552.411,0,5527793.671,0,0,0,0,0,0,0
3198,6,150.5.240.98,2375168699,54.181088,83,17,0,1,2,80,17,0,0,0,6,13,1643,64,157577.111,32274.83,259049176.1,0,2065589.115,0,0,0,0,0,0,0
3199,6,172.16.0.5,2407502454,54.211124,100,0,0,0,80,20,0,0,0,0,16,16,686,0,256453.928,0,176112041.8,0,0,0,0,0,0,0,0,0
3200,6,125.238.131.190,1308919830,54.223606,25,75,25,0,0,0,0,1,1,73,1,1,64,1772,5574.99,16724.971,356799.389,0,29642893.26,0,0,0,0,0,0,0
3201,6,163.226.35.82,2507454335,54.233583,7,93,0,7,0,0,0,0,2,91,1,1,64,1396,966.127,12835.686,61832.12,0,17922481.78,0,0,0,0,0,0,0
3202,6,10.1.1.2,2550164764,54.238154,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0,182626.236,0,0.18,92569586.57,0,0,0,1,2,0,1
3203,6,203.82.141.124,3489922677,54.268686,73,27,0,0,0,73,27,0,0,0,1,8,1470,64,17017.231,6294.044,25019525.71,0,402818.84,0,0,0,0,0,0,0
3204,6,172.16.0.5,2407502454,54.28563,100,0,0,0,89,11,0,0,0,0,16,16,618,0,343596.284,0,212424966.7,0,0,0,0,0,0,0,0,0
3205,6,150.5.240.98,2375168699,54.333694,85,15,0,2,2,81,15,0,0,0,6,15,1690,64,142589.404,25162.836,241026417.6,0,1610421.498,0,0,0,0,0,0,0
3206,6,10.1.1.2,2550164764,54.361198,0,100,0,0,0,0,0,0,100,0,16,16,0,500,0,208055.631,0,0.18,104127682.3,0,0,0,1,2,0,1
3207,6,172.16.0.5,2407502454,54.369006,100,0,0,1,85,14,0,0,0,0,16,16,611,0,307043.049,0,187861219.1,0,0,0,0,0,0,0,0,0
3208,6,131.172.125.238,1861199357,54.410228,100,0,7,17,17,59,0,0,0,0,3,14,958,0,1799.645,0,1725355.875,0,0,0,0,0,0,0,0,0
3209,6,10.1.1.6,2126477730,54.427002,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0,28368.636,0,0.13,11855820.53,0,0,0,1,6,0,1
3210,6,172.16.0.5,756589082,54.449447,71,29,71,0,0,0,29,0,0,0,16,16,64,64,29849.717,12192.138,1910381.881,0,780296.825,71,0,0,0,0,0,0
3211,6,172.16.0.5,2407502454,54.457829,100,0,0,1,88,11,0,0,0,0,16,16,602,0,288213.379,0,173758081.7,0,0,0,0,0,0,0,0,0
3212,6,10.1.1.5,2060384384,54.49119,29,71,29,0,0,0,71,0,0,0,16,16,64,64,12339.116,30209.561,789703.449,0,1933411.892,0,71,1,0,0,1,0
3213,6,10.1.1.2,2550164764,54.497355,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0,188018.194,0,0.18,95904320.48,0,0,0,1,2,0,1
3214,6,42.102.137.34,3899436258,54.500683,0,100,0,0,0,0,7,41,0,52,1,1,0,829,0,6300.651,0,0,5226012.283,0,0,0,0,0,0,0
3215,6,150.5.240.98,2375168699,54.508492,73,27,0,1,2,70,27,0,0,0,6,16,1662,64,106911.971,39542.784,177714058,0,2530738.167,0,0,0,0,0,0,0
3216,6,163.226.130.78,390598730,54.51194,40,60,32,0,8,0,17,10,5,28,16,9,155,883,1719.161,2578.742,266813.825,0,2277544.815,6,0,0,0,0,0,0
3217,6,131.122.189.245,147333050,54.517408,23,77,23,0,0,0,0,0,0,77,1,1,64,1508,268.125,897.636,17160.008,0,1354148.425,0,0,0,0,0,0,0
3218,6,150.5.208.159,3593370129,54.527329,22,78,22,0,0,0,0,1,2,75,3,1,64,1700,-1,-1,0,0,0,0,0,0,0,0,0,0
3219,6,172.16.0.5,2407502454,54.532229,100,0,0,0,89,11,0,0,0,0,16,16,606,0,344086.261,0,208764016.5,0,0,0,0,0,0,0,0,0
3220,6,10.1.1.1,595229600,54.555223,0,100,0,0,0,0,0,3,7,90,16,16,0,1404,0,15736.096,0,0.11,22095996.85,0,0,0,1,1,0,1
3221,6,153.51.119.37,1017119810,54.556483,38,62,38,0,0,0,0,0,0,62,8,1,64,1630,10521.932,17167.362,673403.638,0,27999414.43,0,0,0,0,0,0,0
3222,6,163.226.116.217,3173727916,54.573857,1,99,0,0,0,1,99,0,0,0,2,3,1408,64,31.785,3146.71,44753.206,0,201389.425,0,0,0,0,0,0,0
3223,6,10.1.1.2,2550164764,54.594678,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0,263041.784,0,0.18,134677393.5,0,0,0,1,2,0,1
3224,6,74.242.150.6,2467926148,54.611907,77,23,0,0,2,75,23,0,0,0,1,2,1577,64,-1,-1,0,0,0,0,0,0,0,0,0,0
3225,6,172.16.0.5,2407502454,54.614657,100,0,0,2,87,11,0,0,0,0,16,16,582,0,310574.158,0,180878389.5,0,0,0,0,0,0,0,0,0
3226,6,131.172.112.235,3883364168,54.625945,100,0,0,0,0,100,0,0,0,0,1,4,1683,0,37034.89,0,62337126.75,0,0,0,0,0,0,0,0,0
3227,6,203.84.173.80,3285982007,54.625945,0,100,0,0,0,0,0,0,0,100,4,1,0,1683,0,37034.89,0,0,62337126.75,0,0,0,0,0,0,0
3228,6,150.5.142.50,2592101055,54.628765,89,11,25,0,0,64,11,0,0,0,1,14,1139,64,36175.642,4471.147,41232102.27,0,286153.391,0,0,0,0,0,0,0
3229,6,150.5.240.98,2375168699,54.670536,81,19,0,1,2,78,19,0,0,0,6,15,1611,64,127965.206,30016.53,206159845.7,0,1921057.905,0,0,0,0,0,0,0
3230,6,203.82.143.83,1008831583,54.683958,86,14,0,86,0,0,0,14,0,0,2,16,65,64,749.601,122.028,49090.122,0,7809.792,0,0,0,0,0,0,0
3231,6,172.16.0.5,2407502454,54.726905,100,0,0,0,86,14,0,0,0,0,16,16,629,0,228066.054,0,143480915.9,0,0,0,0,0,0,0,0,0
3232,6,113.215.104.75,704815916,54.72759,23,77,23,0,0,0,0,0,1,76,2,2,64,1545,2813.578,9419.37,180068.986,0,14562100.64,0,0,0,0,0,0,0
3233,6,150.5.240.98,2375168699,54.839527,80,20,0,2,3,75,20,0,0,0,6,14,1619,64,121189.822,30297.456,196230560,0,1939037.154,0,0,0,0,0,0,0
3234,6,10.1.1.9,3428079016,54.869567,0,100,0,0,0,0,0,0,0,100,16,16,0,1531,0,7806.399,0,0.1,11955656.83,0,0,0,1,9,0,1
3235,6,10.1.1.2,2550164764,54.878419,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0,90223.127,0,0.18,45847784.15,0,0,0,1,2,0,1
